sentiment,review,review_length,rating,preprocessed_review,sentiment_encoded
positive,my son loves this headset it was his favorite birthday gift he uses it everyday to communicate with other online gamers this has been his only source of socializing with other kids since the pandemic started it quality headset for great price he has destroyed all other headsets but this one very satisfied with this purchase just know that it only lights up when playing on pc not xbox or playstation my son doesn care though ,76,5.0,son love headset favorite birthday gift us everyday communicate online gamers source socializing kid since pandemic started quality headset great price destroyed headset one satisfied purchase know light playing pc xbox playstation son care though,2
negative,i use these headphones for my at home job as well as gaming and often get complaints from my customers that they cannot hear me actually bought these headphones to replace different pair of gaming headphones and do have less complaints about my audio with these headphones but even just one complaint is still pretty bad ,56,5.0,use headphone home job well gaming often get complaint customer hear actually bought headphone replace different pair gaming headphone less complaint audio headphone even one complaint still pretty bad,0
positive,the sound quality is decent but the mic doesn work that well so if you need mic to play with friends wouldn recommend this ,24,5.0,sound quality decent mic work well need mic play friend recommend,2
positive,i ve had these for about years now and they still feel and sound great good choice for standard cheap headset or general pc usepros plastic is light and flexible good for long play sessions cord is strong even after few mishaps with my chair wheel good sound quality not an expert in sound mixing but know what bad headphones sound like rarely use the mic but it functional and the mute switch still holds solidcons cord may be strong but it prone to bending in weird ways it may just be how rapped my cord around the back of my neck but it caused part of it to form rigid curve the volume control is little loose and will sometimes rise or lower if brushed against noise cancelling is effective but not perfect about what you expect though depending on what you want this could be positive led is barely feature it either takes up usb port or the plug dangles from the back of your pc or the bottom of your controller,174,5.0,year still feel sound great good choice standard cheap headset general pc usepros plastic light flexible good long play session cord strong even mishap chair wheel good sound quality expert sound mixing know bad headphone sound like rarely use mic functional mute switch still hold solidcons cord may strong prone bending weird way may rapped cord around back neck caused part form rigid curve volume control little loose sometimes rise lower brushed noise cancelling effective perfect expect though depending want could positive led barely feature either take usb port plug dangles back pc bottom controller,2
neutral,good gaming headset and steal for the price ,8,5.0,good gaming headset steal price,1
positive,i absolutely love these headphones the mic quality is amazing the sound quality is also amazing ,16,1.0,absolutely love headphone mic quality amazing sound quality also amazing,2
positive,great sound for gaming,4,1.0,great sound gaming,2
positive,love these gaming headphones and they seem to be super sturdy ,11,5.0,love gaming headphone seem super sturdy,2
positive,i like the sound quality and comfortable fit,8,5.0,like sound quality comfortable fit,2
positive,picked these up for my son for his birthday he loves them they work great ,15,5.0,picked son birthday love work great,2
neutral,i enjoy playing on my switch more but the headphones seem heavy and it hard to plug the usb cable at the same time as the aux ,27,5.0,enjoy playing switch headphone seem heavy hard plug usb cable time aux,1
neutral,we use them for gaming,5,1.0,use gaming,1
positive,great sound bought this to go with the oculus to get the full gaming experience definitely glad we purchased these they re also do an excellent job of blocking noise ,30,4.0,great sound bought go oculus get full gaming experience definitely glad purchased also excellent job blocking noise,2
neutral,bought these for my son to use in his ps they would not work at all no audio out of the headphone and the mic does not work tried them on my pc just to double check and still nothing ,40,5.0,bought son use p would work audio headphone mic work tried pc double check still nothing,1
positive,my hubby loves it,4,1.0,hubby love,2
positive,great product great price overall satisfied would buy again and recommend to others ,13,2.0,great product great price overall satisfied would buy recommend others,2
negative,the overall audio is really good but you can only hear from one side of the headphone and every often you can hear static noise that is coming from the headset and the only way you can fix it is by unplugging and plugging back in and know that not exactly you know annoying or an inconvenience but it is kind of annoying to you know having to unplug and plug back in,73,5.0,overall audio really good hear one side headphone every often hear static noise coming headset way fix unplugging plugging back know exactly know annoying inconvenience kind annoying know unplug plug back,0
positive,tried to use this on work call with my laptop and on xbox for game session no one could hear me the mic has very low sound pick up also the microphone sits differently to the picture the picture makes it look close to the face mouth but when pulled into position you can not get it close to the side of your face let alone level with your mouth for sound the positive is that the lights are nice and they are comfortable on the ears ,87,5.0,tried use work call laptop xbox game session one could hear mic low sound pick also microphone sits differently picture picture make look close face mouth pulled position get close side face let alone level mouth sound positive light nice comfortable ear,2
neutral,price isn bad for starter especially for gamer sound quality is great recommend for anyone on budget need to get head set for my ps so purchase this one,29,5.0,price bad starter especially gamer sound quality great recommend anyone budget need get head set p purchase one,1
positive,my son loves the headset ,5,2.0,son love headset,2
neutral,good quality ,2,5.0,good quality,1
negative,wouldn spend your money on these cheaply designed broke within week volume is not that great save your money and spend little more to get decent pair,27,5.0,spend money cheaply designed broke within week volume great save money spend little get decent pair,0
positive,this headset is by far the best one after trying couple of devices great for school and gaming ,18,1.0,headset far best one trying couple device great school gaming,2
neutral,what like about these gaming headphones is the sound quality you can hear almost everything,15,3.0,like gaming headphone sound quality hear almost everything,1
neutral,good sound,2,5.0,good sound,1
positive,i have had this headset for month and half it very good headset love it so much big fan with how many different color choices for the headset there are too thank you guys so much ,36,1.0,headset month half good headset love much big fan many different color choice headset thank guy much,2
neutral,my grandson gammer ,3,5.0,grandson gammer,1
neutral,great quality earmuffs are soft but after awhile they get uncomfortable would be better if it lit up without having the usb plugged somewhere so if using with controller don count on it lighting up unless can plug the usb cable somewhere,42,1.0,great quality earmuff soft awhile get uncomfortable would better lit without usb plugged somewhere using controller count lighting unless plug usb cable somewhere,1
positive,perfect for gaming great price and quality no problems ,9,4.0,perfect gaming great price quality problem,2
neutral,this product worked fine for few months but now they arent working you can hear other good but guess the mic is crap because the other people can her you talking even with the mic turned all the way up gave them to child for christmas and with in months they aren working and he complained the whole time that the other kids can hear him will not make this purchase again ,72,5.0,product worked fine month arent working hear good guess mic crap people talking even mic turned way gave child christmas month working complained whole time kid hear make purchase,1
positive,this object is perfect almost the volume button is so sensitive that it accidently keeps turning everything down ,18,1.0,object perfect almost volume button sensitive accidently keep turning everything,2
neutral,cord don take beating at all,6,5.0,cord take beating,1
positive,i bought for my years old son the size is just right for him nice works he is comfortable with online classes at school am pleased with this purchase ,29,5.0,bought year old son size right nice work comfortable online class school pleased purchase,2
positive,i love how long it is has lasted and the way it feels ,13,5.0,love long lasted way feel,2
neutral,it does not light up,5,5.0,light,1
positive,i ve had this headset for couple weeks so far say it is working very well sound quality is good there is no active noise cancellation but don feel that it would be necessary can hear everything clearly without turning the volume up too high the higher you go the more distortion you will hear as expected at first wasn getting the microphone to work unplugged the splitter from the single mm aux plug and re connected it after plugging both audio cables from the splitter in again everything worked as intended for those who aren familiar make sure the pink connector goes into the microphone port and green goes into the headset port this review is based on using the headset on pc have not tried using it with anything else at this time also there is toggle switch next to the volume dial on the headset make sure it is switched on microphone symbol without line through it if you plan to use the microphone overall would recommend this headset it is priced very reasonably and it meets my needs ,182,5.0,headset couple week far say working well sound quality good active noise cancellation feel would necessary hear everything clearly without turning volume high higher go distortion hear expected first getting microphone work unplugged splitter single mm aux plug connected plugging audio cable splitter everything worked intended familiar make sure pink connector go microphone port green go headset port review based using headset pc tried using anything else time also toggle switch next volume dial headset make sure switched microphone symbol without line plan use microphone overall would recommend headset priced reasonably meet need,2
neutral,not bad for the price ,5,5.0,bad price,1
positive,i was pleasantly surprised at the quality of the headphones for the price that they were they are very comfortable to wear and the mic is placed at good distance from your mouth so people can only hear you when you want them too not experienced enough in the gaming equipment world but the quality of sound is great for me too if you want cheap reliable headset would highly recommend this one ,73,5.0,pleasantly surprised quality headphone price comfortable wear mic placed good distance mouth people hear want experienced enough gaming equipment world quality sound great want cheap reliable headset would highly recommend one,2
positive,great headset exactly as listed ,5,5.0,great headset exactly listed,2
positive,i like the design comfortable and the led blue is nice touch ,12,5.0,like design comfortable led blue nice touch,2
neutral,one of the sides of the headset doesnt have sound lol,11,4.0,one side headset doesnt sound lol,1
positive, just opened it and connected everything and couldn be happier with them was skeptical but this headset couldn be better and the price made it stars for sure ,28,5.0,opened connected everything happier skeptical headset better price made star sure,2
positive,only bad thing is that you don get to have the lights on your head set but other than that it the best money can buy affordable and quality thanks ,30,3.0,bad thing get light head set best money buy affordable quality thanks,2
positive, this is great gaming headset for xbox it has very good noise cancellation my son really liked the blue lights but just heads up as someother reviewers have stated the blue light only turns on when connected to laptop or pc because you need to insert the usb cable in my son doesn seem to mind it while playing xbox though he loves his new gaming headset great customer support from bengoo too ,73,5.0,great gaming headset xbox good noise cancellation son really liked blue light head someother reviewer stated blue light turn connected laptop pc need insert usb cable son seem mind playing xbox though love new gaming headset great customer support bengoo,2
positive,i haven played games in years was recently gifted google stadia and have started to casually play games with friends online wanted headset but was not ready to spend took chance on these and very pleasantly surprised ve had three hour gaming sessions with no discomfort sound is good thanks ,50,4.0,played game year recently gifted google stadium started casually play game friend online wanted headset ready spend took chance pleasantly surprised three hour gaming session discomfort sound good thanks,2
neutral,no problems as of yet,5,5.0,problem yet,1
positive,these headphones are great value for the price of once put the headphones on was so surprised of the sound quality and noise reduction first listened to music on it and it was not so bad then started playing video games and it was better than headset got then returned on amazon ,52,5.0,headphone great value price put headphone surprised sound quality noise reduction first listened music bad started playing video game better headset got returned amazon,2
positive,awesome headset comfortable to wear noise cancellation is great wasn expecting it to be as good above expectations for the price ,21,5.0,awesome headset comfortable wear noise cancellation great expecting good expectation price,2
positive,the sound quality is very good they fit comfortably ,9,5.0,sound quality good fit comfortably,2
neutral,i purchased two of these one was refurbished and the other brand new surprisingly the refurbished one works flawlessly but the new one has many issues you have to twist around the aux plug in and it cuts out until you twist it again the mic cuts out as well some cracklings sounds wouldn purchase again only due to the unreliability ,61,3.0,purchased two one refurbished brand new surprisingly refurbished one work flawlessly new one many issue twist around aux plug cut twist mic cut well crackling sound purchase due unreliability,1
neutral,they are not some high falootin fancy headphones with surround sound but the work sound good with no echo and steady bass treble and they were cheap ,27,5.0,high falootin fancy headphone surround sound work sound good echo steady bass treble cheap,1
positive,the headphone sound is very good for the price the design is interesting but not to bulky nor slim fits on most heads it good bang for the buck product ,30,5.0,headphone sound good price design interesting bulky slim fit head good bang buck product,2
positive,great product my son loves its ,6,5.0,great product son love,2
positive,this does work with the xbox series you do need to adjust the volume initially on the xbox itself the led lights only work when connected to usb overall great sound but wish the bass was little better,38,4.0,work xbox series need adjust volume initially xbox led light work connected usb overall great sound wish bass little better,2
neutral,for work purposes,3,5.0,work purpose,1
neutral,great if you re looking for cheap headset the sound quality and audio is poor however ,16,5.0,great looking cheap headset sound quality audio poor however,1
positive,amazing headphone large sturdy headphone with comfortable ear padding for those all day weekend gaming session cool neon lights power indicator surprisingly crisp killer sound clarity and volume comparable to those found on premium gaming headset all for fraction of the cost will purchase many more as xmas presents for the nephews thank you bengoo for the affordable rop notched products ,61,5.0,amazing headphone large sturdy headphone comfortable ear padding day weekend gaming session cool neon light power indicator surprisingly crisp killer sound clarity volume comparable found premium gaming headset fraction cost purchase many xmas present nephew thank bengoo affordable rop notched product,2
positive,i bought these headphones when my previous ones broke and wasn expecting much since payed dollars however when they arrived was pleasantly surprised their sound quality is good they feel sturdy and their mic works quite well if you want well priced good headphones highly recommend these headphones ,48,5.0,bought headphone previous one broke expecting much since payed dollar however arrived pleasantly surprised sound quality good feel sturdy mic work quite well want well priced good headphone highly recommend headphone,2
positive,this product is really great comfy cushion for ears comfy design on head not professional gamer so this is great in design and price would highly recommend,27,5.0,product really great comfy cushion ear comfy design head professional gamer great design price would highly recommend,2
positive,headset is comfortable on the ears with great sound quality and great mic people can hear me with perfectly recommend it low price with great quality ,26,4.0,headset comfortable ear great sound quality great mic people hear perfectly recommend low price great quality,2
positive,amazing head phones love them but sometimes it starts to echo on my ps but it fixes it self if lower the volume little other than thst they are amazing for that price,33,3.0,amazing head phone love sometimes start echo p fix self lower volume little thst amazing price,2
positive,looks great and sound is awesome grandson loves them ,9,5.0,look great sound awesome grandson love,2
neutral,for gaming the sound is good nice for sound whores but the earmuffs are not that soft and are uncomfortable if you play for long,25,5.0,gaming sound good nice sound whore earmuff soft uncomfortable play long,1
positive,so far pretty good my only complain would be that the microphone is too far from my mouth it makes it hard for other people to hear me ,28,5.0,far pretty good complain would microphone far mouth make hard people hear,2
neutral,good product for the price ,5,5.0,good product price,1
positive,the bengoo is actually the best headset ve purchased it is so convenient for gaming noise cancellation really recommend this for everyone,22,5.0,bengoo actually best headset purchased convenient gaming noise cancellation really recommend everyone,2
neutral,i bought these headphones and they didn last week the speakers in the headphones are already shorting out and no longer working ,22,5.0,bought headphone last week speaker headphone already shorting longer working,1
positive,i use it for watching movies on my pc have to say the sound is incredible feels like in movie theartre great bang for your buck stars ,27,5.0,use watching movie pc say sound incredible feel like movie theartre great bang buck star,2
positive,great sound quality and very comfortable,6,5.0,great sound quality comfortable,2
positive,has this headset for over years and have no complaints super comfortable so you can wear them for long time with no irritation nice click for the mute feature if you re like me and need to check if you re muted or not this is the headset for you ,50,5.0,headset year complaint super comfortable wear long time irritation nice click mute feature like need check muted headset,2
neutral,cool,1,5.0,cool,1
neutral,broke after nd use buyer beware ,6,5.0,broke nd use buyer beware,1
neutral,this headset stopped working after month do not waste your money ,11,4.0,headset stopped working month waste money,1
positive,it works great my son definitely can hear me in the background lights are vibrant my son enjoys these headphones ,20,5.0,work great son definitely hear background light vibrant son enjoys headphone,2
positive,no problems and work great,5,5.0,problem work great,2
positive,i bought these for my son and daughter and they love them my son is and huge gamer and my daughter is and constantly chatting with someone super happy with the item definitely worth the money ,36,5.0,bought son daughter love son huge gamer daughter constantly chatting someone super happy item definitely worth money,2
positive,these headphones sound great ordered them for the wrong purpose but my husband uses them and loves them will probably be ordering them for the other gamers in my family dagbuy,31,5.0,headphone sound great ordered wrong purpose husband us love probably ordering gamers family dagbuy,2
neutral,product sound quality diminished months after purchase purchased march sound is now inaudible ,13,5.0,product sound quality diminished month purchase purchased march sound inaudible,1
neutral,i definitely would buy this again ,6,5.0,definitely would buy,1
positive,works like it should the only complaint my son has is the padding over the ears feels bit too small but probably just have big head lol he says the noise canceling is really good as is the sound would buy again ,42,5.0,work like complaint son padding ear feel bit small probably big head lol say noise canceling really good sound would buy,2
positive,i gave it four star rating only because we realized that to use it for the xbox one you can have the lights on at the same time for talking because the plugs for the lights has to be plugged into the xbox it self but to talk the plug has to be plugged into the controller and the cords split off of each other so it not long enough other than that it works great and my son loves it,81,5.0,gave four star rating realized use xbox one light time talking plug light plugged xbox self talk plug plugged controller cord split long enough work great son love,2
positive,works great for work super comfy even with my glasses ,10,5.0,work great work super comfy even glass,2
neutral,this is not good product we all know the number of good reviews online for this item are inflated by bots was feeling cheap and ordered this headset as replacement and it was even worse than expected the fit is terrible the materials are hilariously cheap and the mic was broken out of the box the joke is on me for ordering these be smarter than am ,67,5.0,good product know number good review online item inflated bot feeling cheap ordered headset replacement even worse expected fit terrible material hilariously cheap mic broken box joke ordering smarter,1
neutral,lights don turn on on my xbox controller and you have to scream so people can hear you,18,5.0,light turn xbox controller scream people hear,1
positive,perfect for gaming great sound quality,6,5.0,perfect gaming great sound quality,2
positive,works great with macbook pro thanks ,6,4.0,work great macbook pro thanks,2
positive,recieved in great condition and right on time thank you,10,5.0,recieved great condition right time thank,2
positive,i wanted simple headset for gaming and this is perfect for me my friends can hear me clearly and can hear in game audio great would recommend this headset to anyone getting in to gaming ,35,5.0,wanted simple headset gaming perfect friend hear clearly hear game audio great would recommend headset anyone getting gaming,2
neutral,not working since day one,5,5.0,working since day one,1
positive,great product for the price quality product ,7,5.0,great product price quality product,2
positive,great quality for the price ,5,5.0,great quality price,2
neutral,i could only hear on one side of the headset but everything else works ,14,5.0,could hear one side headset everything else work,1
positive,microphone did not work fo ps fortnite game but worked for everything else lights were cool and it was comfortable but can use it for what need it for ,29,5.0,microphone work fo p fortnite game worked everything else light cool comfortable use need,2
positive,ordered for my grandson and it was perfect ,8,5.0,ordered grandson perfect,2
neutral,i got the product and tried to use it plugged it into the usb slot of my ps the light went on and turned the mute off and volume up the headset does not work at all can hear people talking from my television but not in the headset or the headset is not being picked up by the game or working strongly do not recommend as it doesn work ,70,4.0,got product tried use plugged usb slot p light went turned mute volume headset work hear people talking television headset headset picked game working strongly recommend work,1
positive,my nephews headset was giving him issues so ordered one of these and received it fast and he is very happy,21,4.0,nephew headset giving issue ordered one received fast happy,2
neutral,just pay for headset this one isn worth it,9,5.0,pay headset one worth,1
positive,the headphones were great they had excellent sound quality the microphone had few issues the audio it pur out was alittle disappointing but with few small adjustments was able to work properly would recommend to any game looking for affordable and good quality headset ,44,5.0,headphone great excellent sound quality microphone issue audio pur alittle disappointing small adjustment able work properly would recommend game looking affordable good quality headset,2
negative,they worked really well but broke after month the wires came apart,12,1.0,worked really well broke month wire came apart,0
positive,i stay up late to play my games and this has been lifesaver no more loud tv at night very clear sound and lightweight on my head love it ,29,5.0,stay late play game lifesaver loud tv night clear sound lightweight head love,2
neutral,trash could not hear then completely stopped working,8,5.0,trash could hear completely stopped working,1
positive,it good for it price and actually came with audio splitter which was nice ,14,5.0,good price actually came audio splitter nice,2
positive,great set,2,5.0,great set,2
neutral,i really liked the lights on the headset,8,4.0,really liked light headset,1
positive,this headset has excellent quality for being such reasonable price it has really long cord which is nice if you get up so you don yank on cords use it to play rainbow six siege and it helps me win ,40,4.0,headset excellent quality reasonable price really long cord nice get yank cord use play rainbow six siege help win,2
positive,it has amazing quality for gaming highly suggest this item,10,5.0,amazing quality gaming highly suggest item,2
positive,the headphone cord seems little long but other then that they get the job done would definitely recommend ,18,4.0,headphone cord seems little long get job done would definitely recommend,2
positive,loves,1,5.0,love,2
positive,my son loves his new headset shipping was almost overnight thanks ,11,5.0,son love new headset shipping almost overnight thanks,2
positive,i buy this to play games it is pretty for me ,11,5.0,buy play game pretty,2
positive,the only thing dont particularly like is that it feels cheaply made and isnt the snuggest fit but it works wonderfully in all other regards ,25,5.0,thing dont particularly like feel cheaply made isnt snuggest fit work wonderfully regard,2
positive,comfortable fit great product nice sound,6,4.0,comfortable fit great product nice sound,2
positive,i enjoy the sound quality for the headset but please get the adapter for the xbox one controllers the headset fried controllers audio boxes unless used the adapter ,28,5.0,enjoy sound quality headset please get adapter xbox one controller headset fried controller audio box unless used adapter,2
positive,great sound very clear and easy to hear ,8,5.0,great sound clear easy hear,2
neutral, stars for the weight,4,5.0,star weight,1
positive,i just got it today but very happy of what it look like thank you so much ,17,5.0,got today happy look like thank much,2
neutral,good headset,2,5.0,good headset,1
neutral,i really like how they feel they don compress my head or make my ears sore,16,5.0,really like feel compress head make ear sore,1
positive,awesome for gaming and work,5,5.0,awesome gaming work,2
negative,edit the seller reached out and offered refund on the item if they follow through would delete the review microphone doesn work on smartphone tried with games karaoke and phone calls dead mic ,33,5.0,edit seller reached offered refund item follow would delete review microphone work smartphone tried game karaoke phone call dead mic,0
positive,great headphones for price ,4,5.0,great headphone price,2
neutral,easy to use,3,4.0,easy use,1
neutral,nice packaging and quality is ,5,5.0,nice packaging quality,1
positive,this is the best purchase have ever spent ,8,5.0,best purchase ever spent,2
positive,using this for gaming and music and stuff lights work and the mic remote works quality is ok quality could be better but its cheap you know how it is some things are good other things are cheap some things are both good and cheap but then they re broken so you know how it is life can be that way for many folks out here in america ,68,5.0,using gaming music stuff light work mic remote work quality ok quality could better cheap know thing good thing cheap thing good cheap broken know life way many folk america,2
positive,it is my son gift my son love it very much ,11,5.0,son gift son love much,2
positive,it good product for gaming headset not too pricey and the sound quality is good ,15,5.0,good product gaming headset pricey sound quality good,2
positive,i love the colors it feels great on your head and the audio is perfect mic is great and not too close to mouth love it,26,5.0,love color feel great head audio perfect mic great close mouth love,2
positive,the reason why bought this was because wanted better sound quality when played video games the reason why it is good is because it has good sound quality for example you can hear lot of things with the headphones like where things are say you can hear someone you know if they are on the right or the left the next reason is that it has long cord so it doesn make you lean forward when you play game for example when you use normal headphones the cord is so short that when you plug it in you have to lean forward to make sure that you can use it these headphones you have no problem the last reason is that it has the ability to connect to all devices for example you can connect it to things like pc ps xbox ect after using them think that would recommend them ,151,4.0,reason bought wanted better sound quality played video game reason good good sound quality example hear lot thing headphone like thing say hear someone know right left next reason long cord make lean forward play game example use normal headphone cord short plug lean forward make sure use headphone problem last reason ability connect device example connect thing like pc p xbox ect using think would recommend,2
neutral,really good sound quality,4,4.0,really good sound quality,1
positive,my old headset was going out so had to buy new one saw this in the amazon choice on sale for over half off and the reviews were good so bought it came in day sooner than expected they have great sound came in at full volume and had to lower the volume since it was so loud don use the mic because have standalone mic so can say how that works my only complaint is the ear cushions aren as comfortable as hoped they re kind of stiff ,89,5.0,old headset going buy new one saw amazon choice sale half review good bought came day sooner expected great sound came full volume lower volume since loud use mic standalone mic say work complaint ear cushion comfortable hoped kind stiff,2
neutral,ok,1,5.0,ok,1
positive,the headset is very high quality and the price is actually cheap so you will get an amazing headset for few bucks this headset is light weight and has very good quality sound for the price and is very comfortable microphone works good as well lights on the sides of the headset make it look nice this product is very good very happy with the purchase ,66,5.0,headset high quality price actually cheap get amazing headset buck headset light weight good quality sound price comfortable microphone work good well light side headset make look nice product good happy purchase,2
positive,i wanted my daughter to have good headset so she can talk and play and watch her shows with her cousins when they re far away absolutely love these they look so awesome and light up and have cord that can move around with what lol so far loving them can you tell ,53,5.0,wanted daughter good headset talk play watch show cousin far away absolutely love look awesome light cord move around lol far loving tell,2
positive,my son loves it it the first day having it but far so good ve bought other head sets before that won even connect ,24,5.0,son love first day far good bought head set even connect,2
positive,excellent quality,2,5.0,excellent quality,2
positive,the pads are really nice the mic rests in comfortable spot for sound it really is nice headset the ability to use single or double plug is really nice and makes it easy to switch to different devices,38,5.0,pad really nice mic rest comfortable spot sound really nice headset ability use single double plug really nice make easy switch different device,2
positive,the mic could be longer but the sound quality is awesome,11,5.0,mic could longer sound quality awesome,2
positive,the reason why got it is so could do party chat on the ps since my earpods didn work at all with my ps tried it out and the audio works brilliantly and it easy to adjust and turn on and off the mic although did want it also for the light up function that it is and it was bit disappointing when needed to also plug it into usb port so the lights would turn on just glad that have converter for my macbook so could plug it to my laptop as well as my controller although wish could make it longer the spot where the two plug ins are so won have to sit so close to my laptop just to get both features that want ,128,5.0,reason got could party chat p since earpods work p tried audio work brilliantly easy adjust turn mic although want also light function bit disappointing needed also plug usb port light would turn glad converter macbook could plug laptop well controller although wish could make longer spot two plug in sit close laptop get feature want,2
positive,i am years old and my parents let me write this review the headphones are great for gaming and the details are amazing when was listening to song in certain spots the headphones felt like it was spinning degrees ,39,2.0,year old parent let write review headphone great gaming detail amazing listening song certain spot headphone felt like spinning degree,2
positive,love them ,2,5.0,love,2
positive,bought these for my year old who likes playing games with cousin in different state he loves them and finds them to be extremely comfortable ,25,2.0,bought year old like playing game cousin different state love find extremely comfortable,2
positive,a little heavy at first but get used to it quickly comfortable good sound,14,5.0,little heavy first get used quickly comfortable good sound,2
positive,works great good sound quality everything came packaged well had no problems definitely worth the price paid ,17,5.0,work great good sound quality everything came packaged well problem definitely worth price paid,2
neutral,i like everything so far the really long cable can be plus when needed ,14,5.0,like everything far really long cable plus needed,1
neutral,works real good and last long time ,7,5.0,work real good last long time,1
positive,quality on it is great although it doesn fully cancel out noise great for your first set of gaming headphones,20,4.0,quality great although fully cancel noise great first set gaming headphone,2
positive,i honestly can say absolutely love this headset the microphone is clean clear and crisp my friends can hear me and can hear them clearly the ear paddings are comfortable and nice even the length of the headphones stretching to fit my head shape are great love these headphones ,49,5.0,honestly say absolutely love headset microphone clean clear crisp friend hear hear clearly ear padding comfortable nice even length headphone stretching fit head shape great love headphone,2
neutral,bought this to use for noise cancelation at my office,10,5.0,bought use noise cancelation office,1
positive,ordered this for my little brother and he loves it plus blue is his fav color ,16,4.0,ordered little brother love plus blue fav color,2
positive,great headset for gaming,4,5.0,great headset gaming,2
positive,kids love it they use it to play on ps the sound quality is good and like that the headphones light up ,22,4.0,kid love use play p sound quality good like headphone light,2
positive,arrived just like the picture lights aren as bright but they re pretty either way good sound haven tested mic yet,21,5.0,arrived like picture light bright pretty either way good sound tested mic yet,2
positive,great for gaming sound quality is perfect,7,5.0,great gaming sound quality perfect,2
positive,i definitely love the sound on these headphones and they re very comfortable which is ideal if you spend hours gaming overall very good quality and good price ,28,3.0,definitely love sound headphone comfortable ideal spend hour gaming overall good quality good price,2
positive,great quality headset like the sound quality great for the price ,11,5.0,great quality headset like sound quality great price,2
positive,i really loved them the quality is great and they even have noise cancellation recommended ,15,5.0,really loved quality great even noise cancellation recommended,2
positive,work very good my boys love them especially the lights ,10,5.0,work good boy love especially light,2
neutral,item as described ,3,2.0,item described,1
positive,i just received it and am excited to use it bought it for my remote work not using it for any gaming stuff already like it it soft and the cushioned headphones are comforting my ears like the color too the price for this color is ridiculously good ,48,5.0,received excited use bought remote work using gaming stuff already like soft cushioned headphone comforting ear like color price color ridiculously good,2
positive,we have been really happy with this headset the quality is very solid for an inexpensive product very happy with it would buy it again ,25,5.0,really happy headset quality solid inexpensive product happy would buy,2
positive,i got this headset to use with my ps and it has performed exactly the way want it to noise cancellation is great quality is great for the price ,29,5.0,got headset use p performed exactly way want noise cancellation great quality great price,2
positive,amazing for the price and great for casual playing and listening ,11,4.0,amazing price great casual playing listening,2
positive,this is headset got my son for christmas and he is using it and would just like to say that it is good gaming head set ,26,5.0,headset got son christmas using would like say good gaming head set,2
positive,this headset does exactly what it advertises good sound ok noise cancelation and its great for gaming,17,5.0,headset exactly advertises good sound ok noise cancelation great gaming,2
positive,bought for my sons th birthday he loves them ,9,5.0,bought son th birthday love,2
positive,nice headset with very long cable works great solid product,10,5.0,nice headset long cable work great solid product,2
positive,pretty solid headphones especially for the price ve paid double for other headphones didn like as much ,17,3.0,pretty solid headphone especially price paid double headphone like much,2
positive,i purchased these to replace terrible set of headphones my job provided for remote working am not on the phone constantly so was not looking to spend time of my own money for work have three sets of beats for private use and while these do not compare for the price they are excellent they are simpler cancel noise as much as need and price was perfect they arrived in time and in good condition would not recommend for advanced gaming or hardcore users in need of studio quality products but for new gamer young child or someone looking to replace bad office bought equipment would recommend little else hat would do as good of job ,116,5.0,purchased replace terrible set headphone job provided remote working phone constantly looking spend time money work three set beat private use compare price excellent simpler cancel noise much need price perfect arrived time good condition would recommend advanced gaming hardcore user need studio quality product new gamer young child someone looking replace bad office bought equipment would recommend little else hat would good job,2
neutral,not bad ,2,5.0,bad,1
positive,i like the how the headphones sound is good the noise canceling is good but you can hear other people drpending on how loud its very comfortable ur ears wont hurt after hours of use ,35,5.0,like headphone sound good noise canceling good hear people drpending loud comfortable ur ear wont hurt hour use,2
positive,i used this for gaming and it pretty awesome the noises hear when playing games like apex are outstanding,19,1.0,used gaming pretty awesome noise hear playing game like apex outstanding,2
positive,my son loves this he uses it for school since he does virtual school and for his game and it works really good the other brands we had before broke fast and didn work well ,35,4.0,son love us school since virtual school game work really good brand broke fast work well,2
neutral,i haven had them long but they work really well mostly use them for work ,15,5.0,long work really well mostly use work,1
positive,i love using this headset for gaming everyday it is good deal for the low price to the quality of the headset recommend buying this ,25,5.0,love using headset gaming everyday good deal low price quality headset recommend buying,2
neutral,good quality sound,3,4.0,good quality sound,1
positive,so cute fits well on my year old,8,5.0,cute fit well year old,2
positive,if like me your hat size is in the giant section these will work slide on and off easily without compromising sound ,22,5.0,like hat size giant section work slide easily without compromising sound,2
positive,its been only two minutes since got this and it already much better than the last pair of headphones owned highly recommend getting this ,24,5.0,two minute since got already much better last pair headphone owned highly recommend getting,2
positive,i very impressed with how crisp the mike us and how minimal the noise output is for people not wearing the headset ,22,5.0,impressed crisp mike u minimal noise output people wearing headset,2
positive,great item ,2,5.0,great item,2
positive,bought these for my year old and he absolutely loves them they work well with his android phone and ps ,20,5.0,bought year old absolutely love work well android phone p,2
positive,surprised additions the headsets came with pc headset splitter in the box bought this for my son he loves it this fit properly and are very comfortable sound quality is too good for the price ,35,5.0,surprised addition headset came pc headset splitter box bought son love fit properly comfortable sound quality good price,2
positive,comfortable and awesome sound,4,4.0,comfortable awesome sound,2
positive,affordable nice feel good sound ,5,5.0,affordable nice feel good sound,2
positive,great mic,2,5.0,great mic,2
positive,my son loves it he loves the way it lights up win win for mommy ,15,5.0,son love love way light win win mommy,2
positive,great sound quality and comfortable my kid loves em ,9,5.0,great sound quality comfortable kid love em,2
